student_id,school_type,school_major_detail,initial_choice_program,recommended_top1_program,recommended_top1_program_id,recommended_top1_score,recommended_top3_programs,recommended_top5_programs,alignment_status,advisory_message,generator_version
STU-000070,SMA,Bahasa dan Budaya,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris,PRG2-025,0.969,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Psikologi,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Psikologi|Pariwisata|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000071,SMK,Pemasaran - Bisnis Digital,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris,PRG2-025,0.944,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi|Kesehatan Masyarakat|Bisnis Digital,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000072,MA,Keagamaan,Belum yakin,Desain Komunikasi Visual,PRG2-029,0.856,Desain Komunikasi Visual|Arsitektur|Desain Produk,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Pendidikan Bahasa Inggris,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-000073,SMK,Agribisnis Tanaman/Ternak/Perikanan,Kesehatan Masyarakat,Bisnis Digital,PRG2-005,0.784,Bisnis Digital|Agribisnis|Manajemen,Bisnis Digital|Agribisnis|Manajemen|Pariwisata|Sistem Informasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-000074,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Statistika,Statistika,PRG2-012,0.833,Statistika|Sains Data|Teknik Informatika,Statistika|Sains Data|Teknik Informatika|Sistem Informasi|Kimia,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000075,SMA,Pilihan Campuran Kurikulum Merdeka,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar,PRG2-024,0.893,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Keperawatan,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Keperawatan|Kesehatan Masyarakat|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000076,SMK,Pemasaran - Bisnis Digital,Matematika,Agroteknologi,PRG2-033,0.839,Agroteknologi|Biologi|Agribisnis,Agroteknologi|Biologi|Agribisnis|Teknologi Pangan|Teknik Mesin,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-000077,MA,MIPA/IPA,Belum yakin,Ilmu Hukum,PRG2-022,0.755,Ilmu Hukum|Akuntansi|Sistem Informasi,Ilmu Hukum|Akuntansi|Sistem Informasi|Administrasi Publik|Teknik Industri,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-000078,SMA,Bahasa dan Budaya,Belum yakin,Keperawatan,PRG2-017,0.8,Keperawatan|Psikologi|Kesehatan Masyarakat,Keperawatan|Psikologi|Kesehatan Masyarakat|Pariwisata|Pendidikan Bahasa Inggris,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-000079,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Agroteknologi,Agroteknologi,PRG2-033,0.938,Agroteknologi|Teknologi Informasi|Agribisnis,Agroteknologi|Teknologi Informasi|Agribisnis|Teknologi Pangan|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000080,SMK,Pemasaran - Bisnis Digital,Desain Komunikasi Visual,Desain Komunikasi Visual,PRG2-029,0.864,Desain Komunikasi Visual|Bisnis Digital|Arsitektur,Desain Komunikasi Visual|Bisnis Digital|Arsitektur|Desain Produk|Film dan Televisi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000081,SMA,Pilihan Campuran Kurikulum Merdeka,Belum yakin,Desain Produk,PRG2-030,0.943,Desain Produk|Arsitektur|Desain Komunikasi Visual,Desain Produk|Arsitektur|Desain Komunikasi Visual|Film dan Televisi|Teknik Sipil,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-000082,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Keperawatan,Keperawatan,PRG2-017,0.795,Keperawatan|Kesehatan Masyarakat|Administrasi Publik,Keperawatan|Kesehatan Masyarakat|Administrasi Publik|Pendidikan Guru Sekolah Dasar|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000083,SMK,Akuntansi dan Keuangan Lembaga,Ilmu Komunikasi,Ilmu Komunikasi,PRG2-021,0.919,Ilmu Komunikasi|Agribisnis|Pendidikan Bahasa Inggris,Ilmu Komunikasi|Agribisnis|Pendidikan Bahasa Inggris|Desain Komunikasi Visual|Manajemen,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000084,SMK,Desain Komunikasi Visual,Kimia,Kimia,PRG2-014,0.888,Kimia|Farmasi|Sistem Informasi,Kimia|Farmasi|Sistem Informasi|Biologi|Teknik Industri,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000085,MA,IPS/Soshum,Administrasi Publik,Administrasi Publik,PRG2-023,1.0,Administrasi Publik|Kesehatan Masyarakat|Psikologi,Administrasi Publik|Kesehatan Masyarakat|Psikologi|Pendidikan Guru Sekolah Dasar|Manajemen,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000086,SMA,Seni/Kreatif,Akuntansi,Akuntansi,PRG2-027,0.875,Akuntansi|Sistem Informasi|Teknik Industri,Akuntansi|Sistem Informasi|Teknik Industri|Statistika|Ilmu Hukum,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000087,SMK,Akuntansi dan Keuangan Lembaga,Kimia,Sistem Informasi,PRG2-002,0.796,Sistem Informasi|Teknik Industri|Akuntansi,Sistem Informasi|Teknik Industri|Akuntansi|Statistika|Kimia,sebagian_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-000088,SMA,Pilihan Campuran Kurikulum Merdeka,Desain Komunikasi Visual,Desain Komunikasi Visual,PRG2-029,0.893,Desain Komunikasi Visual|Desain Produk|Arsitektur,Desain Komunikasi Visual|Desain Produk|Arsitektur|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000089,SMK,Layanan Kesehatan,Agroteknologi,Agroteknologi,PRG2-033,0.918,Agroteknologi|Keperawatan|Kesehatan Masyarakat,Agroteknologi|Keperawatan|Kesehatan Masyarakat|Agribisnis|Biologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000090,SMK,Akuntansi dan Keuangan Lembaga,Bisnis Digital,Bisnis Digital,PRG2-005,0.858,Bisnis Digital|Manajemen|Kesehatan Masyarakat,Bisnis Digital|Manajemen|Kesehatan Masyarakat|Akuntansi|Keperawatan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000091,SMK,Desain Komunikasi Visual,Sistem Informasi,Sistem Informasi,PRG2-002,0.913,Sistem Informasi|Teknik Industri|Akuntansi,Sistem Informasi|Teknik Industri|Akuntansi|Sains Data|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000092,SMK,Desain Komunikasi Visual,Ilmu Komunikasi,Ilmu Komunikasi,PRG2-021,0.968,Ilmu Komunikasi|Desain Komunikasi Visual|Pendidikan Bahasa Inggris,Ilmu Komunikasi|Desain Komunikasi Visual|Pendidikan Bahasa Inggris|Pariwisata|Ilmu Hukum,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000093,SMA,Bahasa dan Budaya,Biologi,Biologi,PRG2-013,0.936,Biologi|Matematika|Kimia,Biologi|Matematika|Kimia|Pendidikan Dokter|Teknologi Pangan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000094,SMK,Layanan Kesehatan,Film dan Televisi,Film dan Televisi,PRG2-031,0.813,Film dan Televisi|Pendidikan Bahasa Inggris|Desain Produk,Film dan Televisi|Pendidikan Bahasa Inggris|Desain Produk|Ilmu Komunikasi|Keperawatan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000095,SMA,Bahasa dan Budaya,Belum yakin,Arsitektur,PRG2-010,0.904,Arsitektur|Desain Komunikasi Visual|Film dan Televisi,Arsitektur|Desain Komunikasi Visual|Film dan Televisi|Desain Produk|Ilmu Komunikasi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-000096,MA,IPS/Soshum,Ilmu Hukum,Ilmu Hukum,PRG2-022,0.938,Ilmu Hukum|Administrasi Publik|Akuntansi,Ilmu Hukum|Administrasi Publik|Akuntansi|Sistem Informasi|Teknik Industri,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000097,SMK,Pemasaran - Bisnis Digital,Administrasi Publik,Keperawatan,PRG2-017,0.733,Keperawatan|Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar,Keperawatan|Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat|Teknik Informatika,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-000098,SMK,Teknik Mesin,Sistem Informasi,Sistem Informasi,PRG2-002,0.833,Sistem Informasi|Teknik Industri|Farmasi,Sistem Informasi|Teknik Industri|Farmasi|Kimia|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000099,SMK,Manajemen Perkantoran dan Layanan Bisnis,Belum yakin,Film dan Televisi,PRG2-031,0.849,Film dan Televisi|Arsitektur|Desain Komunikasi Visual,Film dan Televisi|Arsitektur|Desain Komunikasi Visual|Desain Produk|Ilmu Komunikasi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-000100,SMK,Desain Komunikasi Visual,Ilmu Gizi,Desain Produk,PRG2-030,0.708,Desain Produk|Desain Komunikasi Visual|Arsitektur,Desain Produk|Desain Komunikasi Visual|Arsitektur|Ilmu Gizi|Keperawatan,sebagian_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-000101,SMK,Pengembangan Gim,Desain Komunikasi Visual,Desain Komunikasi Visual,PRG2-029,0.968,Desain Komunikasi Visual|Arsitektur|Desain Produk,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000102,SMK,Teknik Mesin,Keperawatan,Keperawatan,PRG2-017,0.919,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Ilmu Gizi|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000103,MA,IPS/Soshum,Ilmu Hukum,Ilmu Hukum,PRG2-022,0.993,Ilmu Hukum|Administrasi Publik|Akuntansi,Ilmu Hukum|Administrasi Publik|Akuntansi|Ilmu Komunikasi|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000104,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Keperawatan,Bisnis Digital,PRG2-005,0.815,Bisnis Digital|Sistem Informasi|Manajemen,Bisnis Digital|Sistem Informasi|Manajemen|Administrasi Publik|Teknik Industri,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-000105,MA,MIPA/IPA,Teknik Sipil,Teknik Sipil,PRG2-009,0.83,Teknik Sipil|Teknik Mesin|Teknik Elektro,Teknik Sipil|Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000106,SMK,Farmasi Klinis dan Komunitas,Biologi,Biologi,PRG2-013,0.899,Biologi|Farmasi|Kimia,Biologi|Farmasi|Kimia|Ilmu Gizi|Teknologi Pangan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000107,MA,IPS/Soshum,Manajemen,Ilmu Komunikasi,PRG2-021,0.821,Ilmu Komunikasi|Manajemen|Ilmu Hukum,Ilmu Komunikasi|Manajemen|Ilmu Hukum|Pendidikan Bahasa Inggris|Agribisnis,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-000108,SMA,Bahasa dan Budaya,Belum yakin,Ilmu Gizi,PRG2-019,0.895,Ilmu Gizi|Biologi|Kesehatan Masyarakat,Ilmu Gizi|Biologi|Kesehatan Masyarakat|Farmasi|Psikologi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-000109,SMA,Seni/Kreatif,Ilmu Komunikasi,Desain Produk,PRG2-030,0.958,Desain Produk|Desain Komunikasi Visual|Arsitektur,Desain Produk|Desain Komunikasi Visual|Arsitektur|Film dan Televisi|Ilmu Komunikasi,sebagian_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-000110,MA,MIPA/IPA,Belum yakin,Keperawatan,PRG2-017,0.88,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Psikologi|Administrasi Publik,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-000111,SMK,Manajemen Perkantoran dan Layanan Bisnis,Manajemen,Manajemen,PRG2-026,0.969,Manajemen|Bisnis Digital|Teknik Industri,Manajemen|Bisnis Digital|Teknik Industri|Pariwisata|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000112,SMK,Farmasi Klinis dan Komunitas,Biologi,Film dan Televisi,PRG2-031,0.768,Film dan Televisi|Desain Komunikasi Visual|Arsitektur,Film dan Televisi|Desain Komunikasi Visual|Arsitektur|Desain Produk|Ilmu Komunikasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-000113,SMK,Teknik Mesin,Sains Data,Sains Data,PRG2-003,0.975,Sains Data|Statistika|Teknik Mesin,Sains Data|Statistika|Teknik Mesin|Kimia|Teknik Industri,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000114,SMK,Farmasi Klinis dan Komunitas,Teknologi Pangan,Teknologi Pangan,PRG2-034,0.993,Teknologi Pangan|Ilmu Gizi|Agribisnis,Teknologi Pangan|Ilmu Gizi|Agribisnis|Agroteknologi|Biologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000115,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Farmasi,Desain Komunikasi Visual,PRG2-029,0.878,Desain Komunikasi Visual|Desain Produk|Arsitektur,Desain Komunikasi Visual|Desain Produk|Arsitektur|Film dan Televisi|Ilmu Komunikasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-000116,SMA,IPS/Soshum,Ekonomi Pembangunan,Ekonomi Pembangunan,PRG2-028,0.913,Ekonomi Pembangunan|Psikologi|Pendidikan Dokter,Ekonomi Pembangunan|Psikologi|Pendidikan Dokter|Matematika|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000117,SMK,Agribisnis Tanaman/Ternak/Perikanan,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar,PRG2-024,0.975,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Keperawatan,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Keperawatan|Kesehatan Masyarakat|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000118,SMK,Agribisnis Tanaman/Ternak/Perikanan,Belum yakin,Teknik Elektro,PRG2-006,0.825,Teknik Elektro|Agroteknologi|Teknik Mesin,Teknik Elektro|Agroteknologi|Teknik Mesin|Teknologi Informasi|Teknik Informatika,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-000119,MA,MIPA/IPA,Pendidikan Dokter,Pendidikan Dokter,PRG2-015,0.993,Pendidikan Dokter|Farmasi|Kimia,Pendidikan Dokter|Farmasi|Kimia|Matematika|Ekonomi Pembangunan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000120,SMK,Teknik Elektronika,Desain Produk,Desain Produk,PRG2-030,0.961,Desain Produk|Arsitektur|Desain Komunikasi Visual,Desain Produk|Arsitektur|Desain Komunikasi Visual|Film dan Televisi|Teknik Elektro,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000121,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Manajemen,Manajemen,PRG2-026,0.858,Manajemen|Bisnis Digital|Pariwisata,Manajemen|Bisnis Digital|Pariwisata|Kesehatan Masyarakat|Teknik Industri,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000122,SMK,Layanan Kesehatan,Sains Data,Sains Data,PRG2-003,0.975,Sains Data|Statistika|Farmasi,Sains Data|Statistika|Farmasi|Kimia|Matematika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000123,SMK,Manajemen Perkantoran dan Layanan Bisnis,Arsitektur,Desain Komunikasi Visual,PRG2-029,0.878,Desain Komunikasi Visual|Arsitektur|Desain Produk,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Ilmu Komunikasi,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-000124,SMK,Farmasi Klinis dan Komunitas,Agribisnis,Agribisnis,PRG2-032,0.881,Agribisnis|Teknologi Pangan|Agroteknologi,Agribisnis|Teknologi Pangan|Agroteknologi|Biologi|Kimia,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000125,SMK,Desain Komunikasi Visual,Statistika,Statistika,PRG2-012,0.913,Statistika|Sains Data|Kimia,Statistika|Sains Data|Kimia|Farmasi|Ekonomi Pembangunan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000126,SMA,Seni/Kreatif,Teknik Elektro,Teknik Elektro,PRG2-006,0.88,Teknik Elektro|Teknik Mesin|Teknologi Informasi,Teknik Elektro|Teknik Mesin|Teknologi Informasi|Teknik Sipil|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000127,SMK,Manajemen Perkantoran dan Layanan Bisnis,Pendidikan Bahasa Inggris,Statistika,PRG2-012,0.783,Statistika|Sains Data|Farmasi,Statistika|Sains Data|Farmasi|Kimia|Ekonomi Pembangunan,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-000128,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Agroteknologi,Agroteknologi,PRG2-033,0.905,Agroteknologi|Teknologi Informasi|Teknik Mesin,Agroteknologi|Teknologi Informasi|Teknik Mesin|Teknik Informatika|Agribisnis,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-000129,MA,IPS/Soshum,Teknik Elektro,Ilmu Hukum,PRG2-022,0.965,Ilmu Hukum|Administrasi Publik|Teknik Industri,Ilmu Hukum|Administrasi Publik|Teknik Industri|Akuntansi|Ilmu Komunikasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-000130,MA,MIPA/IPA,Agroteknologi,Agroteknologi,PRG2-033,0.711,Agroteknologi|Teknik Sipil|Teknik Mesin,Agroteknologi|Teknik Sipil|Teknik Mesin|Teknik Elektro|Pendidikan Dokter,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
