utterance_id,utterance,intent_label,language_variant,student_id,school_type,school_major_detail,riasec_primary,riasec_secondary,mi_primary,vark_primary,career_alignment,initial_choice_program,expected_top_programs,source_type,generator_version,utterance_length
UTT2-000075,Saya awalnya ingin memilih Teknik Mesin. Apakah pilihan itu selaras dengan profil saya?,bandingkan_pilihan_awal,id_formal,STU-011987,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Teknik Mesin,Teknik Mesin|Teknologi Informasi|Teknik Elektro|Teknik Informatika|Teknik Sipil,synthetic_template,stage10-v2.0,13
UTT2-000076,Compare Farmasi dengan rekomendasi sistem dong.,bandingkan_pilihan_awal,mixed,STU-003206,SMA,Pilihan Campuran Kurikulum Merdeka,Investigative,Conventional,Logis-Matematis,Reading/Writing,Akademik,Farmasi,Farmasi|Kimia|Pendidikan Dokter|Ekonomi Pembangunan|Matematika,synthetic_template,stage10-v2.0,6
UTT2-000077,Apakah chatbot ini bisa memesan tiket konser?,fallback,id_formal,STU-003945,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Social,Investigative,Interpersonal,Reading/Writing,Sosial,Pendidikan Bahasa Inggris,Kesehatan Masyarakat|Keperawatan|Pendidikan Guru Sekolah Dasar|Psikologi|Pendidikan Bahasa Inggris,synthetic_template,stage10-v2.0,7
UTT2-000078,"Aku lumayan suka Mapel Pilihan dan startup. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-001666,SMA,Pilihan Campuran Kurikulum Merdeka,Enterprising,Investigative,Interpersonal,Kinesthetic,Praktikal,Ilmu Gizi,Bisnis Digital|Manajemen|Agribisnis|Teknik Mesin|Pariwisata,synthetic_template,stage10-v2.0,15
UTT2-000079,Mohon dibuatkan roadmap belajar 3 sampai 6 bulan untuk Kesehatan Masyarakat.,roadmap_belajar,id_formal,STU-003169,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Social,Investigative,Interpersonal,Reading/Writing,Kreatif,Kesehatan Masyarakat,Kesehatan Masyarakat|Keperawatan|Administrasi Publik|Pendidikan Guru Sekolah Dasar|Ilmu Gizi,synthetic_template,stage10-v2.0,11
UTT2-000080,Prospek kerja Administrasi Publik itu jadi apa aja ya?,prospek_karier,id_nonformal,STU-002091,MA,Keagamaan,Conventional,Social,Interpersonal,Reading/Writing,Eksekutif,Administrasi Publik,Administrasi Publik|Ilmu Hukum|Manajemen|Psikologi|Bisnis Digital,synthetic_template,stage10-v2.0,9
UTT2-000081,Kompetensi dasar apa yang perlu saya pelajari dari sekarang?,skill_awal,id_formal,STU-002861,SMK,Pemasaran - Bisnis Digital,Investigative,Social,Naturalis,Reading/Writing,Praktikal,Biologi,Teknologi Pangan|Biologi|Ilmu Gizi|Kimia|Agroteknologi,synthetic_template,stage10-v2.0,9
UTT2-000082,Jelaske ringkes babagan prodi Manajemen.,info_program_studi,jawa_umum,STU-004668,SMK,Desain Komunikasi Visual,Enterprising,Conventional,Interpersonal,Reading/Writing,Eksekutif,Belum yakin,Manajemen|Bisnis Digital|Pariwisata|Desain Komunikasi Visual|Ilmu Komunikasi,synthetic_template,stage10-v2.0,5
UTT2-000083,Bandingin Teknologi Informasi sama rekomendasi yang lebih cocok buat aku.,bandingkan_pilihan_awal,id_nonformal,STU-005510,SMA,IPS/Soshum,Realistic,Conventional,Logis-Matematis,Kinesthetic,Praktikal,Teknologi Informasi,Teknologi Informasi|Teknik Informatika|Teknik Elektro|Teknik Mesin|Sistem Informasi,synthetic_template,stage10-v2.0,10
UTT2-000084,Prospek karier tina Manajemen naon wae?,prospek_karier,sunda_umum,STU-005789,MA,MIPA/IPA,Enterprising,Conventional,Interpersonal,Reading/Writing,Eksekutif,Kimia,Manajemen|Administrasi Publik|Bisnis Digital|Pariwisata|Teknik Industri,synthetic_template,stage10-v2.0,6
UTT2-000085,Lulusan Biologi biasane iso kerja dadi apa?,prospek_karier,jawa_umum,STU-007050,SMA,Seni/Kreatif,Investigative,Realistic,Naturalis,Reading/Writing,Akademik,Biologi,Biologi|Ekonomi Pembangunan|Pendidikan Dokter|Matematika|Farmasi,synthetic_template,stage10-v2.0,7
UTT2-000086,"Aku lumayan suka Campuran dan mengajar. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-003915,SMA,Pilihan Campuran Kurikulum Merdeka,Enterprising,Social,Interpersonal,Auditory,Sosial,Pariwisata,Pariwisata|Bisnis Digital|Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Manajemen,synthetic_template,stage10-v2.0,14
UTT2-000087,Saya menyukai audio dan laporan keuangan. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-010557,SMA,MIPA/IPA,Conventional,Investigative,Musik,Reading/Writing,Eksekutif,Akuntansi,Akuntansi|Manajemen|Sistem Informasi|Teknik Industri|Ilmu Hukum,synthetic_template,stage10-v2.0,12
UTT2-000088,Bagaimana prospek karier dari program studi Akuntansi?,prospek_karier,id_formal,STU-006982,SMK,Manajemen Perkantoran dan Layanan Bisnis,Conventional,Enterprising,Naturalis,Kinesthetic,Eksekutif,Akuntansi,Akuntansi|Teknik Industri|Manajemen|Sistem Informasi|Agribisnis,synthetic_template,stage10-v2.0,7
UTT2-000089,"Kalau aku ambil Teknik Elektro, belajar dari mana dulu ya?",roadmap_belajar,id_nonformal,STU-010770,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Realistic,Investigative,Logis-Matematis,Kinesthetic,Eksekutif,Teknik Elektro,Teknik Elektro|Teknik Mesin|Teknik Informatika|Teknologi Informasi|Sains Data,synthetic_template,stage10-v2.0,10
UTT2-000090,Prospek kerja Pendidikan Dokter itu jadi apa aja ya?,prospek_karier,id_nonformal,STU-000747,SMA,Bahasa dan Budaya,Artistic,Social,Logis-Matematis,Kinesthetic,Akademik,Pendidikan Dokter,Pendidikan Dokter|Kimia|Film dan Televisi|Farmasi|Desain Produk,synthetic_template,stage10-v2.0,9
UTT2-000091,"Aku masih bingung minatku apa, tapi suka presentasi. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-001226,SMK,Pengembangan Gim,Enterprising,Realistic,Naturalis,Kinesthetic,Praktikal,Agribisnis,Agribisnis|Agroteknologi|Teknologi Pangan|Biologi|Pariwisata,synthetic_template,stage10-v2.0,11
UTT2-000092,Saya siswa SMK jurusan Pemasaran - Bisnis Digital. Saya tertarik pada jualan. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-007567,SMK,Pemasaran - Bisnis Digital,Enterprising,Conventional,Interpersonal,Visual,Eksekutif,Bisnis Digital,Bisnis Digital|Manajemen|Pariwisata|Ilmu Komunikasi|Sistem Informasi,synthetic_template,stage10-v2.0,17
UTT2-000093,Tolong jelaskan gambaran umum program studi Teknik Informatika.,info_program_studi,id_formal,STU-008067,SMK,Manajemen Perkantoran dan Layanan Bisnis,Investigative,Realistic,Logis-Matematis,Kinesthetic,Praktikal,Teknik Informatika,Teknik Informatika|Sains Data|Teknik Elektro|Teknik Mesin|Teknologi Informasi,synthetic_template,stage10-v2.0,8
UTT2-000094,Prospek kerja Teknik Industri itu jadi apa aja ya?,prospek_karier,id_nonformal,STU-010844,SMK,Pemasaran - Bisnis Digital,Conventional,Enterprising,Naturalis,Reading/Writing,Praktikal,Belum yakin,Teknik Industri|Agribisnis|Sistem Informasi|Bisnis Digital|Manajemen,synthetic_template,stage10-v2.0,9
UTT2-000095,Saya siswa SMA jurusan Pilihan Campuran Kurikulum Merdeka. Saya tertarik pada jurnalistik dan Mapel Pilihan. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-001604,SMA,Pilihan Campuran Kurikulum Merdeka,Enterprising,Artistic,Linguistik,Kinesthetic,Kreatif,Belum yakin,Ilmu Komunikasi|Ilmu Hukum|Pendidikan Bahasa Inggris|Pariwisata|Agribisnis,synthetic_template,stage10-v2.0,20
UTT2-000096,Jelaske ringkes babagan prodi Farmasi.,info_program_studi,jawa_umum,STU-005469,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Investigative,Conventional,Logis-Matematis,Reading/Writing,Akademik,Farmasi,Farmasi|Kimia|Pendidikan Dokter|Teknik Informatika|Teknologi Informasi,synthetic_template,stage10-v2.0,5
UTT2-000097,"Aku lumayan suka seni. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-011781,SMA,MIPA/IPA,Artistic,Realistic,Interpersonal,Reading/Writing,Eksekutif,Manajemen,Manajemen|Arsitektur|Desain Produk|Keperawatan|Desain Komunikasi Visual,synthetic_template,stage10-v2.0,12
UTT2-000098,Saya siswa SMA jurusan MIPA/IPA. Saya tertarik pada Matematika. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-002819,SMA,MIPA/IPA,Conventional,Enterprising,Logis-Matematis,Reading/Writing,Eksekutif,Belum yakin,Teknik Industri|Sistem Informasi|Akuntansi|Matematika|Ekonomi Pembangunan,synthetic_template,stage10-v2.0,14
UTT2-000099,Tulung gawekke roadmap belajar kanggo mlebu Akuntansi.,roadmap_belajar,jawa_umum,STU-005642,SMA,Bahasa dan Budaya,Conventional,Investigative,Logis-Matematis,Reading/Writing,Eksekutif,Akuntansi,Akuntansi|Teknik Industri|Sistem Informasi|Ilmu Hukum|Statistika,synthetic_template,stage10-v2.0,7
UTT2-000100,Jelasin singkat tentang prodi Manajemen.,info_program_studi,id_nonformal,STU-002938,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Enterprising,Conventional,Interpersonal,Reading/Writing,Eksekutif,Matematika,Manajemen|Bisnis Digital|Administrasi Publik|Ilmu Hukum|Sistem Informasi,synthetic_template,stage10-v2.0,5
UTT2-000101,Apa saja yang biasanya dipelajari di Keperawatan?,info_program_studi,id_formal,STU-006730,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Social,Realistic,Visual-Spasial,Visual,Sosial,Ilmu Komunikasi,Keperawatan|Kesehatan Masyarakat|Ilmu Gizi|Administrasi Publik|Arsitektur,synthetic_template,stage10-v2.0,7
UTT2-000102,"Aku siswa SMA jurusan Bahasa dan Budaya, seneng logika. Jurusan kuliah sing pas apa ya?",rekomendasi_prodi,jawa_umum,STU-008421,SMA,Bahasa dan Budaya,Investigative,Conventional,Logis-Matematis,Visual,Akademik,Sains Data,Sains Data|Matematika|Statistika|Ekonomi Pembangunan|Pendidikan Dokter,synthetic_template,stage10-v2.0,15
UTT2-000103,"Abdi siswa SMA jurusan MIPA/IPA, resep konseling dan anak. Jurusan kuliah nu cocok naon?",rekomendasi_prodi,sunda_umum,STU-006334,SMA,MIPA/IPA,Social,Investigative,Interpersonal,Reading/Writing,Kreatif,Psikologi,Psikologi|Keperawatan|Kesehatan Masyarakat|Administrasi Publik|Pendidikan Guru Sekolah Dasar,synthetic_template,stage10-v2.0,14
UTT2-000104,"Aku belum yakin passion-ku, gimana cara nentuin jurusan?",klarifikasi_minat,id_nonformal,STU-003044,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Social,Investigative,Interpersonal,Auditory,Praktikal,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Teknik Informatika|Keperawatan|Kesehatan Masyarakat,synthetic_template,stage10-v2.0,8
UTT2-000105,Lulusan Statistika biasane iso kerja dadi apa?,prospek_karier,jawa_umum,STU-004759,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Investigative,Conventional,Logis-Matematis,Kinesthetic,Akademik,Teknik Informatika,Statistika|Sains Data|Teknik Informatika|Kimia|Farmasi,synthetic_template,stage10-v2.0,7
UTT2-000106,"Aku lumayan suka pendidikan. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-005729,MA,Keagamaan,Social,Artistic,Interpersonal,Reading/Writing,Sosial,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Administrasi Publik|Kesehatan Masyarakat|Keperawatan,synthetic_template,stage10-v2.0,12
UTT2-000107,"Aku anak SMA jurusan IPS/Soshum, suka pelayanan dan mengajar. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-006465,SMA,IPS/Soshum,Social,Investigative,Interpersonal,Reading/Writing,Sosial,Kesehatan Masyarakat,Kesehatan Masyarakat|Psikologi|Keperawatan|Administrasi Publik|Pendidikan Guru Sekolah Dasar,synthetic_template,stage10-v2.0,13
UTT2-000108,Awalnya aku pengin Teknik Informatika. Itu cocok nggak sama profilku?,bandingkan_pilihan_awal,id_nonformal,STU-002959,SMK,Farmasi Klinis dan Komunitas,Investigative,Realistic,Logis-Matematis,Kinesthetic,Praktikal,Teknik Informatika,Teknik Informatika|Teknik Elektro|Teknik Mesin|Teknologi Informasi|Farmasi,synthetic_template,stage10-v2.0,10
UTT2-000109,Prospek karier tina Pendidikan Dokter naon wae?,prospek_karier,sunda_umum,STU-000237,SMK,Farmasi Klinis dan Komunitas,Investigative,Social,Visual-Spasial,Kinesthetic,Akademik,Pendidikan Dokter,Pendidikan Dokter|Farmasi|Kimia|Biologi|Ilmu Gizi,synthetic_template,stage10-v2.0,7
UTT2-000110,"Kalau aku ambil Keperawatan, belajar dari mana dulu ya?",roadmap_belajar,id_nonformal,STU-005409,SMA,IPS/Soshum,Social,Realistic,Interpersonal,Kinesthetic,Sosial,Keperawatan,Keperawatan|Kesehatan Masyarakat|Psikologi|Pendidikan Guru Sekolah Dasar|Administrasi Publik,synthetic_template,stage10-v2.0,9
UTT2-000111,"Aku siswa SMK jurusan Desain Komunikasi Visual, seneng kesehatan masyarakat dan praktik. Jurusan kuliah sing pas apa ya?",rekomendasi_prodi,jawa_umum,STU-009192,SMK,Desain Komunikasi Visual,Realistic,Investigative,Interpersonal,Reading/Writing,Sosial,Kesehatan Masyarakat,Kesehatan Masyarakat|Keperawatan|Ilmu Gizi|Biologi|Agroteknologi,synthetic_template,stage10-v2.0,18
UTT2-000112,"Aku anak SMK jurusan Akuntansi dan Keuangan Lembaga, suka algoritma dan cad. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-006770,SMK,Akuntansi dan Keuangan Lembaga,Realistic,Conventional,Logis-Matematis,Auditory,Praktikal,Teknik Mesin,Teknik Mesin|Teknik Elektro|Teknik Informatika|Teknologi Informasi|Teknik Sipil,synthetic_template,stage10-v2.0,16
UTT2-000113,Awalnya aku pengin Film dan Televisi. Itu cocok nggak sama profilku?,bandingkan_pilihan_awal,id_nonformal,STU-002545,SMA,Seni/Kreatif,Artistic,Enterprising,Intrapersonal,Visual,Kreatif,Film dan Televisi,Film dan Televisi|Arsitektur|Desain Komunikasi Visual|Desain Produk|Ilmu Komunikasi,synthetic_template,stage10-v2.0,11
UTT2-000114,Saya siswa SMA jurusan Bahasa dan Budaya. Saya tertarik pada eksperimen dan Bahasa Inggris. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-004032,SMA,Bahasa dan Budaya,Investigative,Social,Logis-Matematis,Reading/Writing,Akademik,Farmasi,Farmasi|Matematika|Pendidikan Dokter|Kimia|Ekonomi Pembangunan,synthetic_template,stage10-v2.0,19
UTT2-000115,Skill awal buat masuk Ilmu Komunikasi apa aja kak?,skill_awal,id_nonformal,STU-007412,SMK,Teknik Mesin,Enterprising,Artistic,Linguistik,Auditory,Kreatif,Ilmu Komunikasi,Ilmu Komunikasi|Pendidikan Bahasa Inggris|Pariwisata|Desain Produk|Desain Komunikasi Visual,synthetic_template,stage10-v2.0,9
UTT2-000116,"Aku anak SMA jurusan MIPA/IPA, suka Kimia dan event. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-010394,SMA,MIPA/IPA,Enterprising,Conventional,Interpersonal,Visual,Eksekutif,Bisnis Digital,Bisnis Digital|Manajemen|Pariwisata|Sistem Informasi|Agribisnis,synthetic_template,stage10-v2.0,13
UTT2-000117,Bikinin roadmap singkat buat persiapan masuk Teknik Elektro.,roadmap_belajar,id_nonformal,STU-001532,SMK,Teknik Elektronika,Social,Investigative,Logis-Matematis,Kinesthetic,Eksekutif,Ilmu Gizi,Teknik Elektro|Teknik Informatika|Teknik Mesin|Teknik Industri|Akuntansi,synthetic_template,stage10-v2.0,8
UTT2-000118,Tolong bandingkan pilihan awal saya yaitu Teknologi Pangan dengan rekomendasi sistem.,bandingkan_pilihan_awal,id_formal,STU-005123,SMA,IPS/Soshum,Social,Conventional,Logis-Matematis,Auditory,Akademik,Teknologi Pangan,Ekonomi Pembangunan|Matematika|Pendidikan Dokter|Psikologi|Sistem Informasi,synthetic_template,stage10-v2.0,11
UTT2-000119,Karier apa saja yang dapat ditempuh dari Ilmu Gizi?,prospek_karier,id_formal,STU-010729,SMA,IPS/Soshum,Investigative,Social,Naturalis,Kinesthetic,Sosial,Ilmu Gizi,Ilmu Gizi|Biologi|Teknologi Pangan|Kesehatan Masyarakat|Agroteknologi,synthetic_template,stage10-v2.0,9
UTT2-000120,"Aku lumayan suka aransemen dan bisnis. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-011814,SMA,IPS/Soshum,Enterprising,Conventional,Musik,Reading/Writing,Eksekutif,Manajemen,Manajemen|Bisnis Digital|Teknik Industri|Sistem Informasi|Ilmu Hukum,synthetic_template,stage10-v2.0,14
UTT2-000121,Skill awal buat masuk Akuntansi apa aja kak?,skill_awal,id_nonformal,STU-006488,MA,MIPA/IPA,Artistic,Investigative,Logis-Matematis,Reading/Writing,Sosial,Akuntansi,Akuntansi|Pendidikan Dokter|Matematika|Farmasi|Kimia,synthetic_template,stage10-v2.0,8
UTT2-000122,Awale aku kepengin Teknologi Pangan. Kuwi cocok ora karo profilku?,bandingkan_pilihan_awal,jawa_umum,STU-000771,MA,MIPA/IPA,Investigative,Realistic,Naturalis,Kinesthetic,Akademik,Teknologi Pangan,Teknologi Pangan|Biologi|Kimia|Ilmu Gizi|Farmasi,synthetic_template,stage10-v2.0,10
UTT2-000123,"Aku anak SMK jurusan Teknik Mesin, suka matematika dan biologi. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-000722,SMK,Teknik Mesin,Investigative,Realistic,Naturalis,Reading/Writing,Sosial,Biologi,Biologi|Ilmu Gizi|Teknologi Pangan|Agroteknologi|Farmasi,synthetic_template,stage10-v2.0,14
UTT2-000124,Skill awal buat masuk Agroteknologi apa aja kak?,skill_awal,id_nonformal,STU-009439,SMK,Farmasi Klinis dan Komunitas,Enterprising,Conventional,Naturalis,Kinesthetic,Akademik,Agroteknologi,Agroteknologi|Agribisnis|Farmasi|Biologi|Bisnis Digital,synthetic_template,stage10-v2.0,8
UTT2-000125,"Kalau targetku Biologi, learning roadmap awalnya gimana?",roadmap_belajar,mixed,STU-004250,SMA,Seni/Kreatif,Investigative,Realistic,Naturalis,Reading/Writing,Akademik,Biologi,Biologi|Matematika|Ekonomi Pembangunan|Farmasi|Ilmu Gizi,synthetic_template,stage10-v2.0,7
UTT2-000126,Lulusan Manajemen biasane iso kerja dadi apa?,prospek_karier,jawa_umum,STU-006769,MA,IPS/Soshum,Enterprising,Conventional,Interpersonal,Reading/Writing,Eksekutif,Manajemen,Manajemen|Bisnis Digital|Administrasi Publik|Ilmu Hukum|Pariwisata,synthetic_template,stage10-v2.0,7
UTT2-000127,Prospek kerja saka Desain Produk kuwi apa wae?,prospek_karier,jawa_umum,STU-003697,SMK,Pemasaran - Bisnis Digital,Artistic,Enterprising,Visual-Spasial,Kinesthetic,Kreatif,Desain Produk,Desain Produk|Arsitektur|Desain Komunikasi Visual|Film dan Televisi|Bisnis Digital,synthetic_template,stage10-v2.0,8
UTT2-000128,"Jika saya memilih Akuntansi, roadmap belajar awal apa yang perlu saya siapkan?",roadmap_belajar,id_formal,STU-006728,SMK,Teknik Elektronika,Conventional,Social,Logis-Matematis,Reading/Writing,Eksekutif,Akuntansi,Akuntansi|Teknik Industri|Sistem Informasi|Statistika|Teknik Elektro,synthetic_template,stage10-v2.0,12
UTT2-000129,Lulusan Statistika biasanya bisa kerja sebagai apa?,prospek_karier,id_nonformal,STU-006888,SMA,MIPA/IPA,Investigative,Conventional,Logis-Matematis,Visual,Eksekutif,Statistika,Statistika|Pendidikan Dokter|Matematika|Sains Data|Ekonomi Pembangunan,synthetic_template,stage10-v2.0,7
UTT2-000130,"Aku lumayan suka Ternak dan farmasi. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-001533,SMK,Agribisnis Tanaman/Ternak/Perikanan,Conventional,Enterprising,Logis-Matematis,Reading/Writing,Akademik,Farmasi,Farmasi|Akuntansi|Sistem Informasi|Teknik Industri|Statistika,synthetic_template,stage10-v2.0,14
UTT2-000131,"Abdi teu acan yakin passion, kumaha cara milih jurusan?",klarifikasi_minat,sunda_umum,STU-006671,SMK,Teknik Mesin,Investigative,Realistic,Logis-Matematis,Kinesthetic,Akademik,Kimia,Kimia|Farmasi|Pendidikan Dokter|Teknik Mesin|Statistika,synthetic_template,stage10-v2.0,9
UTT2-000132,"Jika saya memilih Agroteknologi, roadmap belajar awal apa yang perlu saya siapkan?",roadmap_belajar,id_formal,STU-002013,SMK,Akuntansi dan Keuangan Lembaga,Realistic,Investigative,Naturalis,Kinesthetic,Praktikal,Ilmu Gizi,Agroteknologi|Agribisnis|Ilmu Gizi|Teknologi Pangan|Biologi,synthetic_template,stage10-v2.0,12
UTT2-000133,"Belum yakin minat utama, need guidance buat pilih jurusan.",klarifikasi_minat,mixed,STU-005585,SMA,Seni/Kreatif,Investigative,Realistic,Naturalis,Reading/Writing,Akademik,Biologi,Biologi|Kimia|Pendidikan Dokter|Teknologi Pangan|Farmasi,synthetic_template,stage10-v2.0,9
UTT2-000134,Saya menyukai pertanian dan elektro. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-006027,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Teknik Elektro,Teknik Elektro|Teknologi Informasi|Teknik Mesin|Teknik Informatika|Teknik Sipil,synthetic_template,stage10-v2.0,11
UTT2-000135,"Aku anak SMK jurusan Desain Komunikasi Visual, suka Desain. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-007182,SMK,Desain Komunikasi Visual,Investigative,Conventional,Intrapersonal,Visual,Akademik,Belum yakin,Sains Data|Statistika|Kimia|Farmasi|Biologi,synthetic_template,stage10-v2.0,13
UTT2-000136,"Saya masih bingung dengan minat saya, tetapi saya cukup suka analisis. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-000771,MA,MIPA/IPA,Investigative,Realistic,Naturalis,Kinesthetic,Akademik,Teknologi Pangan,Teknologi Pangan|Biologi|Kimia|Ilmu Gizi|Farmasi,synthetic_template,stage10-v2.0,14
UTT2-000137,Tolong jelaskan gambaran umum program studi Keperawatan.,info_program_studi,id_formal,STU-010687,SMK,Pengembangan Gim,Social,Realistic,Linguistik,Auditory,Sosial,Keperawatan,Keperawatan|Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat|Ilmu Gizi,synthetic_template,stage10-v2.0,7
UTT2-000138,Mohon dibuatkan roadmap belajar 3 sampai 6 bulan untuk Sistem Informasi.,roadmap_belajar,id_formal,STU-000733,SMK,Desain Komunikasi Visual,Artistic,Enterprising,Visual-Spasial,Reading/Writing,Eksekutif,Sistem Informasi,Sistem Informasi|Desain Komunikasi Visual|Arsitektur|Desain Produk|Teknik Industri,synthetic_template,stage10-v2.0,11
